1385,Nova vas,"",Slovenija
8501,Novo mesto,Krka,Slovenija
8000,Novo mesto,"",Slovenija
8001,Novo mesto,"",Slovenija
6243,Obrov,"",Slovenija
9233,Odranci,"",Slovenija
2317,Oplotnica,"",Slovenija
2312,Orehova vas,"",Slovenija
2270,Ormož,"",Slovenija
1316,Ortnek,"",Slovenija
1337,Osilnica,"",Slovenija
8222,Otočec,"",Slovenija
2361,Ožbalt,"",Slovenija
2231,Pernica,"",Slovenija
2211,Pesnica pri Mariboru,"",Slovenija
9203,Petrovci,"",Slovenija
3301,Petrovče,"",Slovenija
6330,Piran - Pirano,"",Slovenija
8255,Pišece,"",Slovenija
6257,Pivka,"",Slovenija
6232,Planina,"",Slovenija
3225,Planina pri Sevnici,"",Slovenija
6276,Pobegi,"",Slovenija
8312,Podbočje,"",Slovenija
5243,Podbrdo,"",Slovenija
3254,Podčetrtek,"",Slovenija
2273,Podgorci,"",Slovenija
6216,Podgorje,"",Slovenija
2381,Podgorje pri Slovenj Gradcu,"",Slovenija
6244,Podgrad,"",Slovenija
1414,Podkum,"",Slovenija
2286,Podlehnik,"",Slovenija
5272,Podnanos,"",Slovenija
4244,Podnart,"",Slovenija
3241,Podplat,"",Slovenija
3257,Podsreda,"",Slovenija
2363,Podvelka,"",Slovenija
2208,Pohorje,"",Slovenija
2257,Polenšak,"",Slovenija
1355,Polhov Gradec,"",Slovenija
4223,Poljane nad Škofjo Loko,"",Slovenija
2319,Poljčane,"",Slovenija
1272,Polšnik,"",Slovenija
3313,Polzela,"",Slovenija
3232,Ponikva,"",Slovenija
6320,Portorož - Portorose,"",Slovenija
6230,Postojna,"",Slovenija
2331,Pragersko,"",Slovenija
3312,Prebold,"",Slovenija
4205,Preddvor,"",Slovenija
6255,Prem,"",Slovenija
1352,Preserje,"",Slovenija
6258,Prestranek,"",Slovenija
2391,Prevalje,"",Slovenija
3262,Prevorje,"",Slovenija
1276,Primskovo,"",Slovenija
3253,Pristava pri Mestinju,"",Slovenija
9207,Prosenjakovci - Partosfalva,"",Slovenija
5297,Prvačina,"",Slovenija
2250,Ptuj,"",Slovenija
2323,Ptujska Gora,"",Slovenija
9201,Puconci,"",Slovenija
2327,Rače,"",Slovenija
1433,Radeče,"",Slovenija
9502,Radenci,Radenska - Zdravilišče,Slovenija
9252,Radenci,"",Slovenija
2360,Radlje ob Dravi,"",Slovenija
1235,Radomlje,"",Slovenija
4240,Radovljica,"",Slovenija
8274,Raka,"",Slovenija
1381,Rakek,"",Slovenija
4283,Rateče - Planica,"",Slovenija
2390,Ravne na Koroškem,"",Slovenija
9246,Razkrižje,"",Slovenija
3332,Rečica ob Savinji,"",Slovenija
5292,Renče,"",Slovenija
1310,Ribnica,"",Slovenija
2364,Ribnica na Pohorju,"",Slovenija
3272,Rimske Toplice,"",Slovenija
1314,Rob,"",Slovenija
5215,Ročinj,"",Slovenija
3250,Rogaška Slatina,"",Slovenija
9262,Rogašovci,"",Slovenija
3252,Rogatec,"",Slovenija
1373,Rovte,"",Slovenija
2342,Ruše,"",Slovenija
1282,Sava,"",Slovenija
6333,Sečovlje - Sicciole,"",Slovenija
4227,Selca,"",Slovenija
2352,Selnica ob Dravi,"",Slovenija
8333,Semič,"",Slovenija
8281,Senovo,"",Slovenija
6224,Senožeče,"",Slovenija
8290,Sevnica,"",Slovenija
6210,Sežana,"",Slovenija
2214,Sladki vrh,"",Slovenija
5283,Slap ob Idrijci,"",Slovenija
2380,Slovenj Gradec,"",Slovenija
2310,Slovenska Bistrica,"",Slovenija
3210,Slovenske Konjice,"",Slovenija
1216,Smlednik,"",Slovenija
5232,Soča,"",Slovenija
1317,Sodražica,"",Slovenija
3335,Solčava,"",Slovenija
5250,Solkan,"",Slovenija
4229,Sorica,"",Slovenija
4225,Sovodenj,"",Slovenija
5281,Spodnja Idrija,"",Slovenija
2241,Spodnji Duplek,"",Slovenija
9245,Spodnji Ivanjci,"",Slovenija
2277,Središče ob Dravi,"",Slovenija
4267,Srednja vas v Bohinju,"",Slovenija
8256,Sromlje,"",Slovenija
5224,Srpenica,"",Slovenija
1242,Stahovica,"",Slovenija
1332,Stara Cerkev,"",Slovenija
8342,Stari trg ob Kolpi,"",Slovenija
1386,Stari trg pri Ložu,"",Slovenija
2205,Starše,"",Slovenija
2289,Stoperce,"",Slovenija
8322,Stopiče,"",Slovenija
3206,Stranice,"",Slovenija
8351,Straža,"",Slovenija
1313,Struge,"",Slovenija
8293,Studenec,"",Slovenija
8331,Suhor,"",Slovenija
2353,Sv. Duh na Ostrem Vrhu,"",Slovenija
2233,Sveta Ana v Slovenskih goricah,"",Slovenija
2235,Sveta Trojica v Slovenskih goricah,"",Slovenija
9244,Sveti Jurij ob Ščavnici,"",Slovenija
3264,Sveti Štefan,"",Slovenija
2258,Sveti Tomaž,"",Slovenija
9204,Šalovci,"",Slovenija
5261,Šempas,"",Slovenija
5290,Šempeter pri Gorici,"",Slovenija
3311,Šempeter v Savinjski dolini,"",Slovenija
4208,Šenčur,"",Slovenija
2212,Šentilj v Slovenskih goricah,"",Slovenija
8297,Šentjanž,"",Slovenija
2373,Šentjanž pri Dravogradu,"",Slovenija
8310,Šentjernej,"",Slovenija
3230,Šentjur,"",Slovenija
3271,Šentrupert,"",Slovenija
8232,Šentrupert,"",Slovenija
1296,Šentvid pri Stični,"",Slovenija
8275,Škocjan,"",Slovenija
6281,Škofije,"",Slovenija
4220,Škofja Loka,"",Slovenija
3211,Škofja vas,"",Slovenija
1291,Škofljica,"",Slovenija
6274,Šmarje,"",Slovenija
1293,Šmarje - Sap,"",Slovenija
3240,Šmarje pri Jelšah,"",Slovenija
8220,Šmarješke Toplice,"",Slovenija
2315,Šmartno na Pohorju,"",Slovenija
3341,Šmartno ob Dreti,"",Slovenija
3327,Šmartno ob Paki,"",Slovenija
1275,Šmartno pri Litiji,"",Slovenija
2383,Šmartno pri Slovenj Gradcu,"",Slovenija
3201,Šmartno v Rožni dolini,"",Slovenija
3325,Šoštanj,"",Slovenija
6222,Štanjel,"",Slovenija
3220,Štore,"",Slovenija
3304,Tabor,"",Slovenija
3221,Teharje,"",Slovenija
9251,Tišina,"",Slovenija
5220,Tolmin,"",Slovenija
3326,Topolšica,"",Slovenija
2371,Trbonje,"",Slovenija
1420,Trbovlje,"",Slovenija
8231,Trebelno,"",Slovenija
8210,Trebnje,"",Slovenija
5252,Trnovo pri Gorici,"",Slovenija
2254,Trnovska vas,"",Slovenija
1222,Trojane,"",Slovenija
1236,Trzin,"",Slovenija
4290,Tržič,"",Slovenija
8295,Tržišče,"",Slovenija
1311,Turjak,"",Slovenija
9224,Turnišče,"",Slovenija
8323,Uršna sela,"",Slovenija
1252,Vače,"",Slovenija
3320,Velenje,"",Slovenija
3322,Velenje,"",Slovenija
3503,Velenje,Gorenje,Slovenija
3504,Velenje,ERA,Slovenija
8212,Velika Loka,"",Slovenija
2274,Velika Nedelja,"",Slovenija
9225,Velika Polana,"",Slovenija
1315,Velike Lašče,"",Slovenija
8213,Veliki Gaber,"",Slovenija
9241,Veržej,"",Slovenija
1312,Videm - Dobrepolje,"",Slovenija
2284,Videm pri Ptuju,"",Slovenija
8344,Vinica,"",Slovenija
5271,Vipava,"",Slovenija
4212,Visoko,"",Slovenija
1294,Višnja Gora,"",Slovenija
3205,Vitanje,"",Slovenija
2255,Vitomarci,"",Slovenija
1217,Vodice,"",Slovenija
3212,Vojnik,"",Slovenija
5293,Volčja Draga,"",Slovenija
2232,Voličina,"",Slovenija
3305,Vransko,"",Slovenija
6217,Vremski Britof,"",Slovenija
1360,Vrhnika,"",Slovenija
2365,Vuhred,"",Slovenija
2367,Vuzenica,"",Slovenija
8292,Zabukovje,"",Slovenija
1410,Zagorje ob Savi,"",Slovenija
1303,Zagradec,"",Slovenija
2283,Zavrč,"",Slovenija
8272,Zdole,"",Slovenija
4201,Zgornja Besnica,"",Slovenija
2242,Zgornja Korena,"",Slovenija
2201,Zgornja Kungota,"",Slovenija
2316,Zgornja Ložnica,"",Slovenija
2314,Zgornja Polskava,"",Slovenija
2213,Zgornja Velka,"",Slovenija
4247,Zgornje Gorje,"",Slovenija
4206,Zgornje Jezersko,"",Slovenija
2285,Zgornji Leskovec,"",Slovenija
1432,Zidani Most,"",Slovenija
3214,Zreče,"",Slovenija
4209,Žabnica,"",Slovenija
3310,Žalec,"",Slovenija
4228,Železniki,"",Slovenija
2287,Žetale,"",Slovenija
4226,Žiri,"",Slovenija
4274,Žirovnica,"",Slovenija
8360,Žužemberk,"",Slovenija
